date,op_count,ip_count,total_footfall,aqi,temperature,humidity,rainfall,is_holiday,is_weekend,is_monday,is_tuesday,is_school_reopening,day_of_week,month,week_of_year,doctors_available,scheduled_followups,active_ip_patients,dow_sin,dow_cos,month_sin,month_cos,week_sin,week_cos,op_lag_7,op_lag_14,op_roll7,op_roll14
2024-01-23,162,29,191,78.0,25.2,61.8,0.0,0,0,0,1,0,1,1,4,25,42,116,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,196.0,171.0,149.28571428571428,143.21428571428572
2024-01-24,124,19,143,76.9,25.4,65.9,0.0,0,0,0,0,0,2,1,4,23,44,92,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,135.0,158.0,144.42857142857142,142.57142857142858
2024-01-25,114,18,132,81.3,25.8,58.5,0.0,0,0,0,0,0,3,1,4,23,42,81,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,112.0,148.0,142.85714285714286,140.14285714285714
2024-01-26,76,12,88,76.0,25.6,54.7,0.0,1,0,0,0,0,4,1,4,20,45,46,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,144.0,152.0,143.14285714285714,137.71428571428572
2024-01-27,139,23,162,65.0,25.5,56.6,0.0,0,1,0,0,0,5,1,4,24,41,91,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,158.0,173.0,133.42857142857142,132.28571428571428
2024-01-28,159,28,187,69.0,25.5,60.2,0.0,0,1,0,0,0,6,1,4,25,35,137,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,139.0,83.0,130.71428571428572,129.85714285714286
2024-01-29,156,27,183,72.7,25.6,60.4,0.7,0,0,1,0,0,0,1,5,23,43,125,0.0,1.0,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564,161.0,75.0,133.57142857142858,135.28571428571428
2024-01-30,162,29,191,84.5,25.6,60.0,0.0,0,0,0,1,0,1,1,5,25,36,135,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564,162.0,196.0,132.85714285714286,141.07142857142858
2024-01-31,141,22,163,82.6,26.3,60.8,0.1,0,0,0,0,0,2,1,5,24,40,108,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564,124.0,135.0,132.85714285714286,138.64285714285714
2024-02-01,136,26,162,73.4,26.8,56.5,0.0,0,0,0,0,0,3,2,5,23,35,98,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,114.0,112.0,135.28571428571428,139.07142857142858
2024-02-02,122,20,142,79.5,26.6,63.5,0.2,0,0,0,0,0,4,2,5,23,42,85,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,76.0,144.0,138.42857142857142,140.78571428571428
2024-02-03,150,24,174,80.6,27.7,58.2,0.1,0,1,0,0,0,5,2,5,25,38,108,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,139.0,158.0,145.0,139.21428571428572
2024-02-04,146,27,173,78.1,26.9,56.9,0.1,0,1,0,0,0,6,2,5,24,43,127,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,159.0,139.0,146.57142857142858,138.64285714285714
2024-02-05,154,24,178,70.9,26.4,53.6,0.0,0,0,1,0,0,0,2,6,23,37,117,0.0,1.0,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,156.0,161.0,144.71428571428572,139.14285714285714
2024-02-06,154,27,181,67.5,26.7,54.0,0.0,0,0,0,1,0,1,2,6,23,43,106,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,162.0,162.0,144.42857142857142,138.64285714285714
2024-02-07,135,24,159,66.4,27.2,53.2,0.0,0,0,0,0,0,2,2,6,25,42,88,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,141.0,124.0,143.28571428571428,138.07142857142858
2024-02-08,123,24,147,62.5,27.5,49.5,0.0,0,0,0,0,0,3,2,6,23,42,113,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,136.0,114.0,142.42857142857142,138.85714285714286
2024-02-09,124,19,143,63.6,27.3,51.8,0.0,0,0,0,0,0,4,2,6,25,36,90,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,122.0,76.0,140.57142857142858,139.5
2024-02-10,134,24,158,70.5,27.1,57.4,0.0,0,1,0,0,0,5,2,6,25,41,106,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,150.0,139.0,140.85714285714286,142.92857142857142
2024-02-11,142,26,168,78.5,26.8,56.3,0.0,0,1,0,0,0,6,2,6,25,43,109,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,146.0,159.0,138.57142857142858,142.57142857142858
2024-02-12,149,28,177,73.4,26.4,55.8,0.0,0,0,1,0,0,0,2,7,25,42,101,0.0,1.0,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,154.0,156.0,138.0,141.35714285714286
2024-02-13,163,31,194,61.5,27.1,56.3,0.0,0,0,0,1,0,1,2,7,23,37,115,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,154.0,162.0,137.28571428571428,140.85714285714286
2024-02-14,141,23,164,58.3,27.6,58.8,0.0,0,0,0,0,0,2,2,7,24,36,81,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,135.0,141.0,138.57142857142858,140.92857142857142
2024-02-15,122,19,141,61.0,27.3,53.0,0.0,0,0,0,0,0,3,2,7,23,41,86,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,123.0,136.0,139.42857142857142,140.92857142857142
2024-02-16,129,23,152,62.8,27.2,56.7,0.0,0,0,0,0,0,4,2,7,25,43,82,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,124.0,122.0,139.28571428571428,139.92857142857142
2024-02-17,172,28,200,61.5,27.9,48.7,0.0,0,1,0,0,0,5,2,7,25,41,115,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,134.0,150.0,140.0,140.42857142857142
2024-02-18,136,26,162,61.3,28.1,51.1,0.0,0,1,0,0,0,6,2,7,24,37,95,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,142.0,146.0,145.42857142857142,142.0
2024-02-19,174,35,209,58.4,28.2,54.5,0.0,0,0,1,0,0,0,2,8,25,44,163,0.0,1.0,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311558,149.0,154.0,144.57142857142858,141.28571428571428
2024-02-20,157,25,182,62.2,28.6,50.2,0.0,0,0,0,1,0,1,2,8,23,43,120,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311558,163.0,154.0,148.14285714285714,142.71428571428572
2024-02-21,126,23,149,74.5,28.6,57.7,0.0,0,0,0,0,0,2,2,8,24,40,85,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311558,141.0,135.0,147.28571428571428,142.92857142857142
2024-02-22,131,21,152,80.3,28.6,59.7,0.1,0,0,0,0,0,3,2,8,24,40,84,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311558,122.0,123.0,145.14285714285714,142.28571428571428
2024-02-23,118,19,137,67.2,28.6,56.2,0.0,0,0,0,0,0,4,2,8,24,46,93,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311558,129.0,124.0,146.42857142857142,142.85714285714286
2024-02-24,161,28,189,65.4,28.6,54.4,0.0,0,1,0,0,0,5,2,8,24,45,132,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311558,172.0,134.0,144.85714285714286,142.42857142857142
2024-02-25,151,25,176,76.0,28.9,53.1,0.2,0,1,0,0,0,6,2,8,24,43,95,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311558,136.0,142.0,143.28571428571428,144.35714285714286
2024-02-26,166,30,196,66.7,28.0,57.1,0.0,0,0,1,0,0,0,2,9,24,37,109,0.0,1.0,0.8660254037844386,0.5000000000000001,0.8854560256532098,0.4647231720437686,174.0,149.0,145.42857142857142,145.0
2024-02-27,163,32,195,57.5,27.9,55.4,0.0,0,0,0,1,0,1,2,9,25,44,140,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.8854560256532098,0.4647231720437686,157.0,163.0,144.28571428571428,146.21428571428572
2024-02-28,129,25,154,56.7,28.0,47.8,0.0,0,0,0,0,0,2,2,9,25,39,91,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.8854560256532098,0.4647231720437686,126.0,141.0,145.14285714285714,146.21428571428572
2024-02-29,126,22,148,54.2,28.1,49.7,0.0,0,0,0,0,0,3,2,9,24,42,92,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.8854560256532098,0.4647231720437686,131.0,122.0,145.57142857142858,145.35714285714286
2024-03-01,108,21,129,60.5,28.7,44.5,0.0,0,0,0,0,0,4,3,9,23,41,103,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.8854560256532098,0.4647231720437686,118.0,129.0,144.85714285714286,145.64285714285714
2024-03-02,110,17,127,62.0,28.0,43.8,0.0,0,1,0,0,0,5,3,9,24,42,70,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.8854560256532098,0.4647231720437686,161.0,172.0,143.42857142857142,144.14285714285714
2024-03-03,134,22,156,69.1,28.3,48.8,0.0,0,1,0,0,0,6,3,9,25,43,86,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.8854560256532098,0.4647231720437686,151.0,136.0,136.14285714285714,139.71428571428572
2024-03-04,135,21,156,77.2,28.8,48.6,0.0,0,0,1,0,0,0,3,10,25,35,103,0.0,1.0,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,166.0,174.0,133.71428571428572,139.57142857142858
2024-03-05,130,24,154,78.7,29.2,53.7,0.0,0,0,0,1,0,1,3,10,25,37,112,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,163.0,157.0,129.28571428571428,136.78571428571428
2024-03-06,107,21,128,85.1,29.3,55.5,0.0,0,0,0,0,0,2,3,10,25,37,103,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,129.0,126.0,124.57142857142857,134.85714285714286
2024-03-07,115,21,136,93.5,29.3,52.9,0.0,0,0,0,0,0,3,3,10,24,31,95,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,126.0,131.0,121.42857142857143,133.5
2024-03-08,107,20,127,84.2,29.6,50.1,0.0,0,0,0,0,0,4,3,10,24,32,84,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,108.0,118.0,119.85714285714286,132.35714285714286
2024-03-09,128,25,153,94.5,29.9,48.5,0.0,0,1,0,0,0,5,3,10,24,36,125,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,110.0,161.0,119.71428571428571,131.57142857142858
2024-03-10,125,24,149,91.5,29.9,52.6,0.0,0,1,0,0,0,6,3,10,23,31,120,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,134.0,151.0,122.28571428571429,129.21428571428572
2024-03-11,140,22,162,91.8,30.1,52.3,0.0,0,0,1,0,0,0,3,11,25,38,85,0.0,1.0,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,135.0,166.0,121.0,127.35714285714286
2024-03-12,130,21,151,85.5,30.2,45.4,0.0,0,0,0,1,0,1,3,11,23,38,94,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,130.0,163.0,121.71428571428571,125.5
2024-03-13,99,15,114,89.4,30.1,47.3,0.0,0,0,0,0,0,2,3,11,25,36,58,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,107.0,129.0,121.71428571428571,123.14285714285714
2024-03-14,108,21,129,99.2,29.9,57.4,0.0,0,0,0,0,0,3,3,11,25,38,98,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,115.0,126.0,120.57142857142857,121.0
2024-03-15,119,18,137,102.9,30.3,57.3,0.0,0,0,0,0,0,4,3,11,23,32,77,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,107.0,108.0,119.57142857142857,119.71428571428571
2024-03-16,128,25,153,103.0,30.6,52.3,0.2,0,1,0,0,0,5,3,11,23,32,115,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,128.0,110.0,121.28571428571429,120.5
2024-03-17,120,22,142,73.6,30.0,49.6,0.0,0,1,0,0,0,6,3,11,25,39,79,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,125.0,134.0,121.28571428571429,121.78571428571429
2024-03-18,143,28,171,65.2,29.8,49.2,0.0,0,0,1,0,0,0,3,12,24,36,105,0.0,1.0,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,140.0,135.0,120.57142857142857,120.78571428571429
2024-03-19,123,24,147,66.0,29.8,40.0,0.0,0,0,0,1,0,1,3,12,24,34,107,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,130.0,130.0,121.0,121.35714285714286
2024-03-20,111,22,133,70.9,29.6,44.8,0.0,0,0,0,0,0,2,3,12,25,33,96,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,99.0,107.0,120.0,120.85714285714286
2024-03-21,108,21,129,68.8,29.6,53.0,0.4,0,0,0,0,0,3,3,12,24,32,86,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,108.0,115.0,121.71428571428571,121.14285714285714
2024-03-22,120,19,139,62.2,29.8,52.1,0.3,0,0,0,0,0,4,3,12,24,33,75,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,119.0,107.0,121.71428571428571,120.64285714285714
2024-03-23,127,23,150,70.2,30.6,45.6,0.0,0,1,0,0,0,5,3,12,23,34,88,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,128.0,128.0,121.85714285714286,121.57142857142857
2024-03-24,118,18,136,66.5,29.7,47.5,0.0,0,1,0,0,0,6,3,12,24,34,76,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,120.0,125.0,121.71428571428571,121.5
2024-03-25,127,23,150,69.5,30.2,41.9,0.0,0,0,1,0,0,0,3,13,24,36,103,0.0,1.0,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,143.0,140.0,121.42857142857143,121.0
2024-03-26,127,23,150,78.5,30.4,42.5,0.0,0,0,0,1,0,1,3,13,24,33,102,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,123.0,130.0,119.14285714285714,120.07142857142857
2024-03-27,106,20,126,67.8,29.6,44.0,0.0,0,0,0,0,0,2,3,13,23,37,85,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,111.0,99.0,119.71428571428571,119.85714285714286
2024-03-28,103,17,120,51.9,30.6,49.1,0.0,0,0,0,0,0,3,3,13,25,37,72,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,108.0,108.0,119.0,120.35714285714286
2024-03-29,59,11,70,64.7,30.9,51.0,0.0,1,0,0,0,0,4,3,13,20,30,44,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,120.0,119.0,118.28571428571429,120.0
2024-03-30,129,24,153,66.2,30.6,51.1,0.0,0,1,0,0,0,5,3,13,23,28,114,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,127.0,128.0,109.57142857142857,115.71428571428571
2024-03-31,139,22,161,73.6,30.5,51.0,0.0,0,1,0,0,0,6,3,13,25,32,89,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,118.0,120.0,109.85714285714286,115.78571428571429
2024-04-01,147,28,175,76.3,30.8,54.8,0.0,0,0,1,0,0,0,4,14,23,31,127,0.0,1.0,0.8660254037844387,-0.49999999999999983,0.992708874098054,-0.12053668025532288,127.0,143.0,112.85714285714286,117.14285714285714
2024-04-02,119,22,141,83.0,31.4,53.5,0.0,0,0,0,1,0,1,4,14,25,29,94,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.49999999999999983,0.992708874098054,-0.12053668025532288,127.0,123.0,115.71428571428571,117.42857142857143
2024-04-03,88,17,105,76.5,31.2,53.1,0.0,0,0,0,0,0,2,4,14,23,37,74,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.49999999999999983,0.992708874098054,-0.12053668025532288,106.0,111.0,114.57142857142857,117.14285714285714
2024-04-04,110,17,127,70.4,31.6,52.3,0.0,0,0,0,0,0,3,4,14,25,32,62,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.49999999999999983,0.992708874098054,-0.12053668025532288,103.0,108.0,112.0,115.5
2024-04-05,102,18,120,73.6,31.6,52.6,0.0,0,0,0,0,0,4,4,14,24,29,68,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.49999999999999983,0.992708874098054,-0.12053668025532288,59.0,120.0,113.0,115.64285714285714
2024-04-06,119,19,138,82.9,31.9,47.2,0.0,0,1,0,0,0,5,4,14,23,32,83,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.49999999999999983,0.992708874098054,-0.12053668025532288,129.0,127.0,119.14285714285714,114.35714285714286
2024-04-07,107,17,124,90.4,31.6,46.1,0.0,0,1,0,0,0,6,4,14,24,36,76,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.49999999999999983,0.992708874098054,-0.12053668025532288,139.0,118.0,117.71428571428571,113.78571428571429
2024-04-08,123,23,146,92.3,31.8,47.2,0.0,0,0,1,0,0,0,4,15,25,29,99,0.0,1.0,0.8660254037844387,-0.49999999999999983,0.9709418174260521,-0.2393156642875575,147.0,127.0,113.14285714285714,113.0
2024-04-09,120,21,141,68.0,31.5,46.0,0.0,0,0,0,1,0,1,4,15,24,33,100,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.49999999999999983,0.9709418174260521,-0.2393156642875575,119.0,127.0,109.71428571428571,112.71428571428571
2024-04-10,95,17,112,76.5,31.5,45.5,0.0,0,0,0,0,0,2,4,15,24,34,72,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.49999999999999983,0.9709418174260521,-0.2393156642875575,88.0,106.0,109.85714285714286,112.21428571428571
2024-04-11,92,16,108,92.0,31.6,46.9,0.0,0,0,0,0,0,3,4,15,24,35,71,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.49999999999999983,0.9709418174260521,-0.2393156642875575,110.0,103.0,110.85714285714286,111.42857142857143
2024-04-12,87,13,100,66.6,28.3,67.1,13.5,0,0,0,0,0,4,4,15,25,34,51,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.49999999999999983,0.9709418174260521,-0.2393156642875575,102.0,59.0,108.28571428571429,110.64285714285714
2024-04-13,113,19,132,61.1,28.9,61.6,0.6,0,1,0,0,0,5,4,15,24,32,85,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.49999999999999983,0.9709418174260521,-0.2393156642875575,119.0,129.0,106.14285714285714,112.64285714285714
2024-04-14,64,11,75,67.5,29.6,52.3,0.3,1,1,0,0,0,6,4,15,21,32,50,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.49999999999999983,0.9709418174260521,-0.2393156642875575,107.0,139.0,105.28571428571429,111.5
2024-04-15,126,24,150,61.4,30.0,54.0,0.0,0,0,1,0,0,0,4,16,25,26,110,0.0,1.0,0.8660254037844387,-0.49999999999999983,0.9350162426854148,-0.35460488704253545,123.0,147.0,99.14285714285714,106.14285714285714
2024-04-16,112,20,132,59.5,30.2,55.0,0.0,0,0,0,1,0,1,4,16,23,32,79,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.49999999999999983,0.9350162426854148,-0.35460488704253545,120.0,119.0,99.57142857142857,104.64285714285714
2024-04-17,90,14,104,79.5,30.6,55.9,0.0,0,0,0,0,0,2,4,16,25,30,59,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.49999999999999983,0.9350162426854148,-0.35460488704253545,95.0,88.0,98.42857142857143,104.14285714285714
2024-04-18,105,21,126,80.6,30.7,60.2,0.0,0,0,0,0,0,3,4,16,23,27,76,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.49999999999999983,0.9350162426854148,-0.35460488704253545,92.0,110.0,97.71428571428571,104.28571428571429
